affiliation1	affiliation2	doculect	location1	location2	textID	text_segment	tokenID	token_context	context_translation	token	token_translation	pro	anim	weight	role	flag	position	nc	comments
iran	kumzari	musandam	26.3386	56.4146	B	255	678	wa bard soМ„d-isМЊ ba yeМ„ wa iМ„n 	and he put a stone by it [to hold the skirt in place], and what's it called,	bard	stone		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	256	679	wa bard soМ„d-isМЊ ba yeМ„ wa iМ„n 	and he put a stone by it [to hold the skirt in place], and what's it called,	 ba yeМ„	at it	4	inan	1	goal-c	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	257	680	wa ra ba yeМ„ indur abasМЊa yeМ„ gid-isМЊ 	and went in to it [the crow], he caught it.	ba yeМ„ indur	inside it	other	inan	2	goal	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	258	681	wa ra ba yeМ„ indur abasМЊa yeМ„ gid-isМЊ 	and went in to it [the crow], he caught it.	 yeМ„ 	it	4	anim	1	do-def	lvc-poss	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	260	682	toМ„=iМ„ gМ†eМ„la-an maМ„ xoМ„s-iМ„=aМ„	вЂњYou! You who has eaten our wheat,	 gМ†eМ„la-an maМ„	our wheat		inan	2	do-def	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	263	683	alМЈlМЈa qabahМЈa toМ„ ka wa daМ„m cМЊiМ„ na 	May God disfigure you and I donвЂ™t know what!вЂќ	toМ„	you	2	hum	1	do-def	lvc-poss	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	266	684	par-an yeМ„ eМ„bn ba angar 	He tied its feathers together,	par-an yeМ„	its feather		inan	2	do-def	bare	0	NA	179
iran	kumzari	musandam	26.3386	56.4146	B	267	685	par-an yeМ„ eМ„bn ba angar 	He tied its feathers together,	ba angar	together	refl	inan	1	other	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	270	687	wa eМ„bn wa soМ„ yeМ„ zМЈeМ„ xaМ„tiМ„-oМ„	and tied up, and put them under the robe...	 zМЈeМ„ xaМ„tiМ„-oМ„	under the robe		inan	1	goal-c	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	273	688	xaМ„tiМ„ xoМ„ say baМ„la	He lifted up his robe,	  xaМ„tiМ„ xoМ„	his robw		inan	2	do-def	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	274	689	wa soМ„ yeМ„ eМ„wuМ„ gМ†raМ„b-oМ„ eМ„вЂ™uМ„=aМ„ xaМ„tiМ„ baМ„ yeМ„ 	and put it here, on the crow here, a robe was over him [the crow],	yeМ„ 	it	4	anim	1	do-def	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	274	690	wa soМ„ yeМ„ eМ„wuМ„ gМ†raМ„b-oМ„ eМ„вЂ™uМ„=aМ„ xaМ„tiМ„ baМ„ yeМ„ 	and put it here, on the crow here, a robe was over him [the crow],	 eМ„wuМ„	here		adv	1	goal-c	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	290	695	kaft waМ„leМ„yit-eМ„ waМ„leМ„yit yeМ„ na	he came upon a city. It wasnвЂ™t his own city.	waМ„leМ„yit-eМ„ 	a city		inan	1	goal	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	294	696	ra ba xaМ„nagМ†-eМ„ aМ„mad ba xaМ„nagМ†-eМ„	He went up to a house. Coming up to a house,	ba xaМ„nagМ†-eМ„	a house		inan	1	goal	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	294	697	ra ba xaМ„nagМ†-eМ„ aМ„mad ba xaМ„nagМ†-eМ„	He went up to a house. Coming up to a house,	ba xaМ„nagМ†-eМ„	a house		inan	1	goal	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	299	698	daqqa gid-isМЊ ba xaМ„nagМ†-oМ„	he knocked on the house.	ba xaМ„nagМ†-o	the house		inan	1	other	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	300	699	aМ„mad ba yeМ„ barra zМЈank-oМ„ wa mardk-oМ„	Coming to him outside were the woman and the man. 	 ba yeМ„	to him	3	hum	1	goal	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	304	700	haМѓ saМ„ yeМ„ zМЈank-eМ„ wa mardk-eМ„ isМЊ waМ„ sМЊan roМ„r na 	So! Now, that was a case of a woman and a man having no children.	roМ„r	child		hum	1	poss	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	308	701	dgoМ„ ba yeМ„ baМ„ba=aМ„ mi taМ„t-um tany-um waМ„ sМЊmaМ„ xaМ„nagiМ„	 He said to him, вЂњO sir, I would like to stay with you in your house, 	ba  yeМ„	to him	3	hum	1	addr	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	308	702	dgoМ„ ba yeМ„ baМ„ba=aМ„ mi taМ„t-um tany-um waМ„ sМЊmaМ„ xaМ„nagiМ„	 He said to him, вЂњO sir, I would like to stay with you in your house, 	waМ„ sМЊmaМ„ xaМ„nagiМ„	in your house		inan	2	loc	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	312	704	wa laqmit txoМ„r-um waМ„ sМЊmaМ„ 	 and, I will eat a bit with you,	laqmit	a bit		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	313	705	wa laqmit txoМ„r-um waМ„ sМЊmaМ„ 	 and, I will eat a bit with you,	waМ„ sМЊmaМ„	with you	2	hum	1	com	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	314	706	wa zМЈnaМ„n-an sМЊmaМ„ cМЊoМ„r-um 	 and, I will wash your dishes,	 zМЈnaМ„n-an sМЊmaМ„	your dishes		inan	2	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	315	707	wa kaМ„r taМ„r-um ba sМЊmaМ„ 	 and, I will bring things for you,  	 kaМ„r	things		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	316	708	wa kaМ„r taМ„r-um ba sМЊmaМ„ 	 and, I will bring things for you,  	ba sМЊmaМ„ 	for you	2	hum	1	rec-ben	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	316	709	cМЊ-um waМ„ sМЊmaМ„ eМ„bar	 I will go with you over there:	ba sМЊmaМ„ 	with you	2	hum	1	com	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	317	710	mi txeМ„r-um ba sМЊmaМ„ 	 I will buy fish for you	ba sМЊmaМ„ 	for you	2	hum	1	rec-ben	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	318	711	wa cМЊ-um waМ„ sМЊmaМ„ eМ„bar 	 and I will go with you over there: 	ba sМЊmaМ„ 	with you	2	hum	1	com	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	319	712	kaМ„r-an sМЊmaМ„ tk-um 	 I will do work for you.вЂќ 	ba sМЊmaМ„ 	for you	2	hum	1	rec-ben	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	320	713	kaМ„r-an sМЊmaМ„ tk-um 	 I will do work for you.вЂќ 	kaМ„r-an	work		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	320	714	dgiМ„n ba yeМ„ jwaМ„n-eМ„ byoМ„	 They said to him, вЂњFine. Come.вЂќ	 ba yeМ„	to him	3	hum	1	addr	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	323	715	mardk-oМ„ dgoМ„ ba yeМ„ jwaМ„n-eМ„	 The man said to him, вЂњGood.вЂќ	 ba yeМ„	to him	3	hum	1	addr	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	331	718	lumraМ„d gid-in yeМ„ ba xoМ„	 So they took him in.	yeМ„	him	3	hum	1	do-def	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	331	719	lumraМ„d gid-in yeМ„ ba xoМ„	 So they took him in.	ba xoМ„	with themselves	refl	hum	1	com	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	334	720	gid-in yeМ„ ba xoМ„=aМ„	 Taking him in,	yeМ„	him	3	hum	1	do-def	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	334	721	gid-in yeМ„ ba xoМ„=aМ„	 Taking him in,	ba xoМ„	with themselves	refl	hum	1	com	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	337	723	jiМ„r-in yeМ„ waМ„ yeМ„ wa watoМ„	 They saw it with him, amazing!	yeМ„	it	4	anim	1	do-def	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	337	724	jiМ„r-in yeМ„ waМ„ yeМ„ wa watoМ„	 They saw it with him, amazing!	waМ„ yeМ„	with him	3	hum	1	com	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	338	725	mardk-oМ„ jiМ„r-isМЊ yeМ„ waМ„ yeМ„	 The man saw it with him.	yeМ„	it	4	anim	1	do-def	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	338	726	mardk-oМ„ jiМ„r-isМЊ yeМ„ waМ„ yeМ„	 The man saw it with him.	waМ„ yeМ„	with him	3	hum	1	com	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	342	728	zМЈank-oМ„ dgoМ„ ba yeМ„ zМЈank-oМ„	 the woman said to him, the woman:	ba yeМ„	to him	3	hum	1	addr	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	348	732	saМ„lam diМ„-in waМ„=zМЈeМ„ran	 are greeting down there,	 waМ„=zМЈeМ„ran	down there		adv	1	loc	other	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	349	733	saМ„lam diМ„-in waМ„=baМ„la=aМ„	 are greeting up there,	waМ„=baМ„la=aМ„	up there		adv	1	loc	other	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	351	734	byoМ„ gaw ba meМ„ immiМ„ 	 come and say to me, вЂњO mother,	ba meМ„	to me	3	hum	1	addr	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	352	735	muzМЈgit-iМ„n-an taМ„-in baМ„la	 the mosque-goers are coming up;	baМ„la	up		adv	1	goal	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	356	737	meМ„ sМЊaМ„m-an tkeМ„sМЊ-um	 I will serve supper.вЂќ	sМЊaМ„m-an	supper		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	362	739	tany-a peМ„na muzМЈgit ba kaМ„ra muzМЈgit 	 He sat beside the mosque, at the entrance to the mosque.	peМ„na muzМЈgit	beside the mosque		inan	1	loc	prep-relnoun	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	368	741	aМ„nteМ„=aМ„ maМ„m=aМ„ sМЊaМ„m-an kasМЊ	 there, вЂњServe the supper, O mother!вЂќ	 sМЊaМ„m-an	supper		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	369	742	yaМ„ hМЈubboМ„ sМЊaМ„m-an kasМЊ	 вЂњServe the supper, O grandmother!вЂќ	 sМЊaМ„m-an	supper		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	373	743	saМ„ zМЈank-oМ„ saМ„hМЈib waМ„ yeМ„ 	 Now the woman, she had a lover.	 saМ„hМЈib 	friend		hum	1	poss	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	376	744	hМЈasa saМ„ yeМ„ wa bang-oМ„=aМ„ tay ba yeМ„	 Now this one, when it was still dusk, he would come to her.	ba yeМ„	to her	3	hum	1	goal	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	380	745	saМ„teМ„ maМ„d waМ„ yeМ„ laba maМ„-eМ„=aМ„ biМ„s roМ„zМЈ=aМ„ 	 Now he [the boy] stayed with her [the woman]... about a month, twenty days.	 waМ„ yeМ„	with her	3	hum	1	com	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	383	746	dgoМ„-a saМ„ uМ„ny-um ba kaМ„ra muzМЈgit hМЈata kaМ„y 	 He said [the boy is thinking to himself:], вЂњNow it was important that I should sit beside the entrance to the mosque until when?	ba kaМ„ra muzМЈgit	beside the mosque		inan	1	loc	prep-relnoun	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	385	747	tany-um eМ„вЂ™uМ„ wa ana barzМЈa tiМ„-in na	 I will stay here and... if they donвЂ™t appear,	 eМ„вЂ™uМ„ 	here		adv	1	loc	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	387	748	mi teМ„musМЊ-um sМЊan neМ„zМЈik ba xaМ„nagМ†-oМ„	 I will see them close to the house.вЂќ	sМЊan	them	3	hum	1	do-def	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	391	750	nisМЊt eМ„wuМ„ amuМ„ muzМЈgit-iМ„n-an aМ„mad-in baМ„la beМ„w 	 He stayed here. Once the mosque-goers had already come up,	eМ„wuМ„	here		adv	1	loc	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	391	751	nisМЊt eМ„wuМ„ amuМ„ muzМЈgit-iМ„n-an aМ„mad-in baМ„la beМ„w 	 He stayed here. Once the mosque-goers had already come up,	baМ„la	up		adv	1	goal	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	395	752	burwaМ„ aМ„xur boМ„ sМЊaМ„m-an kasМЊ	 he [the boy] ran to go and serve supper!	 sМЊaМ„m-an	supper		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	398	753	tamna=aМ„ mardk-eМ„ sМЊaМ„m txoМ„r-a	 He saw a man eating supper,	sМЊaМ„m	supper		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	400	754	taМ„lum-eМ„ sМЊaМ„m waМ„ yeМ„ nisМЊt-eМ„ sМЊaМ„m txoМ„r-a ... ba zМЈamiМ„-oМ„	 He had a platter of supper, he was sitting eating supper... on the floor.	taМ„lum-eМ„ sМЊaМ„m	platter of supper		inan	2	poss	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	400	755	taМ„lum-eМ„ sМЊaМ„m waМ„ yeМ„ nisМЊt-eМ„ sМЊaМ„m txoМ„r-a ... ba zМЈamiМ„-oМ„	 He had a platter of supper, he was sitting eating supper... on the floor.	sМЊaМ„m	supper		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	403	756	sМЊaМ„m-an kasМЊ byaМ„ mardk-oМ„ ra barra 	 He [the boy] served supper to him, he [the boy] came, the man went out.	sМЊaМ„m-an	supper		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	407	757	sМЊaМ„m-an gur soМ„ inda zМЈaplagМ†-oМ„ inda sМЈahМЈareМ„-oМ„ 	 He [the boy] took all the supper [that the man had been eating], he [the boy] put [it] in the wooden chest, in the cabinet.	sМЊaМ„m-an	supper		inan	1	do-def	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	407	758	sМЊaМ„m-an gur soМ„ inda zМЈaplagМ†-oМ„ inda sМЈahМЈareМ„-oМ„ 	 He [the boy] took all the supper [that the man had been eating], he [the boy] put [it] in the wooden chest, in the cabinet.	 inda zМЈaplagМ†-oМ„	in the chest		inan	1	goal-c	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	411	759	sar-oМ„ soМ„d-isМЊ ba yeМ„	 He [the boy] closed the lid.	sar-oМ„	the lid		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	411	760	sar-oМ„ soМ„d-isМЊ ba yeМ„	 He [the boy] closed the lid.	ba yeМ„	on it		inan	1	goal-c	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	418	762	boМ„p-oМ„ aМ„mad saМ„ cМЊaМ„zМЈ txoМ„r-in	 The father came, now they were eating lunch,	cМЊaМ„zМЈ	lunch		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	421	763	sМЊaМ„m-an sМЊan waМ„d-isМЊ zМЈank-oМ„	 She brought their supper, the woman,	sМЊaМ„m-an sМЊan	their supper		inan	2	do-def	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	424	764	saМ„ yeМ„ asМЈsМЈa gid-isМЊ ba iМ„n-oМ„	 Now he [the boy] squeezed the whatвЂ™s-it-called... 	ba iМ„n-oМ„	at it	4	anim	1	other	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	430	767	boМ„p-oМ„ mardk-oМ„ dgoМ„ ba yeМ„ haМ„ baМ„ba=aМ„	 The father said to him, вЂњOh! Son,	 ba yeМ„ 	to him	3	hum	1	addr	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	436	769	cМЊiМ„ taМ„t-a 	 What does it want?вЂќ 	cМЊiМ„ 	what	wh	inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	438	770	dgoМ„ ba yeМ„ baМ„ba=aМ„ yeМ„ tМЈeМ„r-oМ„=aМ„ 	 He said to him, вЂњO father, that bird,	ba yeМ„ 	to him	3	hum	1	addr	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	440	771	feМ„tМЈahМЈit aМ„damiМ„ tk-a	 it is telling on someone.вЂќ	aМ„damiМ„	someone	other	hum	1	other	lvc-poss	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	442	772	dgoМ„ ba yeМ„ haМ„ cМЊaМ„b-eМ„ feМ„tМЈahМЈit sМЊmaМ„ tk-a 	 He said to him, вЂњOh! how does it tell on you?вЂќ	ba yeМ„ 	to him	3	hum	1	addr	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	453	776	daМ„m na raft waМ„d-isМЊ yeМ„	 [boy says] вЂњI donвЂ™t know.вЂќ He went to bring it.	 yeМ„	it	4	inan	1	do-def	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	455	777	cМЊahМЈhМЈa yeМ„ kin ba sМЊaМ„m-an xoМ„	 вЂњServe it for our supper.вЂќ	yeМ„ 	it	4	inan	1	do-def	lvc-poss	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	455	778	cМЊahМЈhМЈa yeМ„ kin ba sМЊaМ„m-an xoМ„	 вЂњServe it for our supper.вЂќ	ba sМЊaМ„m-an xoМ„	for our supper		inan	2	other	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	458	779	xoМ„d-isМЊ yeМ„ taМ„lum-oМ„ brinzМЈ-oМ„ eМ„вЂ™uМ„ ba keМ„=aМ„ 	 He [the father] ate it. вЂњFor whom is this rice platter? 	 yeМ„ 	it	4	inan	1	do-def	bare	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	462	780	brinzМЈ xaykeМ„ gis-eМ„ yeМ„ oМ„	 Strange! [Someone] has taken so much rice!вЂќ	brinzМЈ xaykeМ„	so much rice		inan	2	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	471	784	sМЊuМ„ na xaМ„bar na cМЊaМ„b yeМ„ na 	 Her husband, he didnвЂ™t know anything or find out anything.	xaМ„bar	news		inan	1	poss	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	474	785	roМ„zМЈ-an-eМ„ dgur=aМ„ raft	 On another day, he [the boy] left.	roМ„zМЈ-an-eМ„ dgur=aМ„	another day		inan	2	other	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	477	786	nisМЊt eМ„bar-tar	 He sat closer to over here.	eМ„bar-tar	closer		adv	1	loc	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	480	787	amuМ„ saМ„lam daМ„r-in waМ„=zМЈeМ„ran 	 Once they had greeted each other down there,	waМ„=zМЈeМ„ran	down there		adv	1	loc	other	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	482	788	saМ„lam daМ„r-in waМ„=baМ„la wa burwaМ„ 	 they had greeted each other up there and he ran.	 waМ„=baМ„la 	up there		adv	1	loc	other	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	485	789	baМ„ba=aМ„ sМЊaМ„m-an kasМЊ ba bap-an	 вЂњO Father, serve supper to the fathers...	 sМЊaМ„m-an	supper		inan	1	do	bare	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	485	790	baМ„ba=aМ„ sМЊaМ„m-an kasМЊ ba bap-an	 вЂњO Father, serve supper to the fathers...	ba bap-an	to fathers		hum	1	rec-ben	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	488	792	alМЈlМЈa koМ„r toМ„ k-a	 вЂњMay God blind you!вЂќ	 toМ„ 	you	2	hum	1	do-def	lvc-poss	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	493	795	faвЂ™ala tk-a inda yeМ„	 [They were] doing sexual acts in it.	inda  yeМ„	in it	4	inan	1	loc	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	497	797	lawya yeМ„ kin inda naМ„tМЈ-eМ„	 They rolled him up in a carpet!	 yeМ„	him	3	hum	1	do-def	lvc-poss	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	498	798	lawya yeМ„ kin inda naМ„tМЈ-eМ„	 They rolled him up in a carpet!	 inda naМ„tМЈ-eМ„	in a carpet		inan	1	goal-c	prep	1	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	504	800	mardk-oМ„ inda yeМ„	 the man was inside it.	inda yeМ„	in it	4	inan	1	cop-loc	prep	0	NA	NA
iran	kumzari	musandam	26.3386	56.4146	B	505	801	qaym yeМ„ kin incМЊa	 They stood it up like this!	 yeМ„	it	4	inan	1	do-def	lvc-poss	0	NA	NA
iran	kurdish	northern+ankara	39.9300	32.8500	A	1	1	ii silav Г§i dikГ®	Hi what are you doing	Г§i	what	wh	inan	1	do	bare	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	2	2	ee wez Г®ro iii ez malГЄ derdiketim ez biГ§Г»m zanko	I was going from home today and went to the university	Г®ro	today		adv	1	abl	bare	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	2	3	ee wez Г®ro iii ez malГЄ derdiketim ez biГ§Г»m zanko	I was going from home today and went to the university	malГЄ	home		inan	1	abl	case	0	NA	no preposition
iran	kurdish	northern+ankara	39.9300	32.8500	A	2	4	ee wez Г®ro iii ez malГЄ derdiketim ez biГ§Г»m zanko	I was going from home today and went to the university	zanko	to the uni		inan	1	goal	case	1	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	3	5	iii ez rГЄ da diГ§Г»m	I have walked the path	rГЄ da	on the road		inan	1	loc	postp	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	4	6	mi dГ®te mГЄrkekГ® hal di wГ® alГ®ya ber bi mi tГЄ	I saw a man on the other side coming towards me	mГЄrkekГ®	a man		hum	1	do	case	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	4	7	mi dГ®te mГЄrkekГ® hal di wГ® alГ®ya ber bi mi tГЄ	I saw a man on the other side coming towards me	di wГ® alГ®ya	on the other side		inan	2	loc	prep	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	4	8	mi dГ®te mГЄrkekГ® hal di wГ® alГ®ya ber bi mi tГЄ	I saw a man on the other side coming towards me	ber bi mi	towards me	1	hum	1	goal	prep	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	5	9	topek destГЄ wГ® da hebГ»	there was a ball in his hands	destГЄ wГ® da	in his hands		bp	2	loc	postp	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	7	11	iii nГ®vro ber nГ®vro bГ»	It was around afternoon	ber nГ®vro	around noon		adv	1	other	prep	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	8	12	saet dozde wana bГ»	It was around 12 o'clock	saet dozde	at nine		adv	2	other	postp	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	9	13	wek topГЄ li erdГЄ dixist diГ§Г»	Man! He dropped the ball and went away	topГЄ	the ball		inan	1	do-def	case	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	9	14	wek topГЄ li erdГЄ dixist diГ§Г»	Man! He dropped the ball and went away	li erdГЄ	on the ground		inan	1	goal-c	prep	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	10	15	hat hat ber (-) tam hat ber rГЄ	He came to the road	ber rГЄ	to the road		inan	1	goal	prep	1	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	11	16	topa (-) xwe li erdГЄ xist	he dropped his ball on the ground	topa xwe	the ball		inan	1	do	case	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	11	17	topa (-) xwe li erdГЄ xist	he dropped his ball on the ground	li erdГЄ	on the ground		inan	1	goal-c	prep	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	12	18	top li (-) n/ nav rГЄ ketГЄ	the ball fell on the road	li n/ nav rГЄ	on the road		inan	2	goal	prep-relnoun	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	13	19	li alГ®yГЄ wГ® alГ®yГЄ jГ® jinek hebГ»	on that side there also was a woman	li alГ®yГЄ wГ®	on that side	3	hum	2	loc	prep	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	14	20	jinikГ® iii ji ereba xwe tiЕџt miЕџt di ew dikir	a woman took out some stuff from her car	ji ereba xwe	from her car		inan	2	abl	prep	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	14	21	jinikГ® iii ji ereba xwe tiЕџt miЕџt di ew dikir	a woman took out some stuff from her car	tiЕџt miЕџt	her stuff		inan	2	do	bare	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	15	22	kГ»Г§ik mГ»Г§ik jГ® destГЄ jinkГЄ da hebГ»	she also had a dog in her hands	destГЄ jinkГЄ da	in the woman's hands		bp	2	loc	postp	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	16	23	ku kГ»Г§ik xwe avГЄte topГЄ (-) jinkekГЄ jinkГЄ xist	so the dog jumped to the ball and hit the woman	topГЄ			inan	1	goal	case	1	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	16	24	ku kГ»Г§ik xwe avГЄte topГЄ (-) jinkekГЄ jinkГЄ xist	so the dog jumped to the ball and hit the woman	jinkekГЄ	a woman		hum	1	do	case	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	16	25	ku kГ»Г§ik xwe avГЄte topГЄ (-) jinkekГЄ jinkГЄ xist	so the dog jumped to the ball and hit the woman	jinkГЄ	the woman		hum	1	do-def	case	0	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	17	26	tam anГ® (-) nav rГЄ	and brought it to the street	nav rГЄ	to the street		inan	1	goal-c	prep-relnoun	1	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	18	27	xist nav rГЄ	put it to the street	nav rГЄ	to the street		inan	1	goal-c	prep-relnoun	1	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	19	28	e du erebe dihatin ji wГ® alГ®	two cars came from his side	ji wГ® alГ®	from his side		inan	2	abl	prep	1	NA	
iran	kurdish	northern+ankara	39.9300	32.8500	A	21	30	a dawГ®yГЄ (-) li ereba pГЄЕџГ® xist	the last car hit the first car	li ereba pГЄЕџГ®	into the car in front		inan	2	goal-c	prep	0	NA	
